No.     Time           Source                Destination           Protocol Length Info
    598 851.264598     149.43.220.33         17.248.185.229        TCP      740    59300 → 443 [PSH, ACK] Seq=7145 Ack=12892 Win=131072 Len=674 TSval=2928688276 TSecr=2289709567 [TCP segment of a reassembled PDU]
    599 851.264636     149.43.220.33         17.248.185.229        TLSv1.2  483    Application Data
    600 851.268880     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=19819 Ack=6872 Win=90112 Len=0 TSval=3161345494 TSecr=3214435494
    601 851.268881     142.251.32.97         149.43.220.33         TCP      66     443 → 59301 [ACK] Seq=19819 Ack=7662 Win=92672 Len=0 TSval=3161345494 TSecr=3214435494
    602 851.271937     23.192.110.49         149.43.220.33         TLSv1.3  646    Application Data, Application Data, Application Data
    603 851.272325     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=518 Ack=7425 Win=130432 Len=0 TSval=3364159245 TSecr=528303875
    604 851.282274     149.43.220.33         23.192.110.49         TLSv1.3  146    Change Cipher Spec, Application Data
    605 851.283968     149.43.220.33         23.192.110.49         TLSv1.3  621    Application Data
    606 851.294226     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [ACK] Seq=7425 Ack=598 Win=64768 Len=0 TSval=528303898 TSecr=3364159255
    607 851.295371     23.192.110.49         149.43.220.33         TLSv1.3  353    Application Data
    608 851.295372     23.192.110.49         149.43.220.33         TLSv1.3  353    Application Data
    609 851.295570     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=1153 Ack=7999 Win=130496 Len=0 TSval=3364159268 TSecr=528303898
    610 851.296563     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [ACK] Seq=7999 Ack=1153 Win=64256 Len=0 TSval=528303899 TSecr=3364159257
    611 851.297656     23.192.110.49         149.43.220.33         TLSv1.3  1425   Application Data
    612 851.297657     23.192.110.49         149.43.220.33         TLSv1.3  1425   Application Data
    613 851.297658     23.192.110.49         149.43.220.33         TLSv1.3  1440   Application Data
    614 851.297758     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=1153 Ack=12091 Win=126976 Len=0 TSval=3364159270 TSecr=528303900
    615 851.297760     149.43.220.33         23.192.110.49         TCP      66     [TCP Window Update] 59302 → 443 [ACK] Seq=1153 Ack=12091 Win=131072 Len=0 TSval=3364159270 TSecr=528303900
    616 851.298019     149.43.220.33         23.192.110.49         TLSv1.3  97     Application Data
    617 851.298055     23.192.110.49         149.43.220.33         TLSv1.3  1410   Application Data
    618 851.298055     23.192.110.49         149.43.220.33         TLSv1.3  1433   Application Data
    619 851.298056     23.192.110.49         149.43.220.33         TLSv1.3  141    Application Data
    620 851.298150     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=1184 Ack=14869 Win=128256 Len=0 TSval=3364159270 TSecr=528303900
    621 851.298152     149.43.220.33         23.192.110.49         TCP      66     [TCP Window Update] 59302 → 443 [ACK] Seq=1184 Ack=14869 Win=131072 Len=0 TSval=3364159270 TSecr=528303900
    622 851.298798     23.192.110.49         149.43.220.33         TLSv1.3  97     Application Data
    623 851.298859     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [ACK] Seq=1184 Ack=14900 Win=131008 Len=0 TSval=3364159271 TSecr=528303902
    624 851.305914     149.43.220.33         23.192.110.49         TLSv1.3  105    Application Data
    625 851.306240     149.43.220.33         23.192.110.49         TLSv1.3  90     Application Data
    626 851.306355     149.43.220.33         23.192.110.49         TCP      66     59302 → 443 [FIN, ACK] Seq=1247 Ack=14900 Win=131072 Len=0 TSval=3364159279 TSecr=528303902
    627 851.310756     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [ACK] Seq=14900 Ack=1184 Win=64256 Len=0 TSval=528303913 TSecr=3364159270
    628 851.316949     17.248.185.229        149.43.220.33         TCP      78     [TCP Dup ACK 550#1] 443 → 59300 [ACK] Seq=12892 Ack=4353 Win=64128 Len=0 TSval=2289709745 TSecr=2928688150 SLE=5727 SRE=5771
    629 851.316949     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=12892 Ack=5771 Win=64128 Len=0 TSval=2289709745 TSecr=2928688276
    630 851.316949     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=12892 Ack=8236 Win=64128 Len=0 TSval=2289709746 TSecr=2928688276
    631 851.318374     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [ACK] Seq=14900 Ack=1223 Win=64256 Len=0 TSval=528303921 TSecr=3364159279
    632 851.318374     23.192.110.49         149.43.220.33         TLSv1.3  90     Application Data
    633 851.318374     23.192.110.49         149.43.220.33         TCP      66     443 → 59302 [FIN, ACK] Seq=14924 Ack=1248 Win=64256 Len=0 TSval=528303922 TSecr=3364159279
    634 851.318843     149.43.220.33         23.192.110.49         TCP      54     59302 → 443 [RST] Seq=1248 Win=0 Len=0
    635 851.318846     149.43.220.33         23.192.110.49         TCP      54     59302 → 443 [RST] Seq=1248 Win=0 Len=0
    636 851.358116     142.251.32.97         149.43.220.33         TLSv1.3  1142   Application Data
    637 851.358251     149.43.220.33         142.251.32.97         TCP      66     59301 → 443 [ACK] Seq=7662 Ack=20895 Win=129984 Len=0 TSval=3214435595 TSecr=3161345583
    638 851.362396     17.248.185.229        149.43.220.33         TLSv1.2  1145   Application Data
    639 851.362513     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=8236 Ack=13971 Win=129984 Len=0 TSval=2928688374 TSecr=2289709791
    640 851.367952     23.192.110.49         149.43.220.33         TCP      66     [TCP Retransmission] 443 → 59302 [FIN, ACK] Seq=14924 Ack=1248 Win=64256 Len=0 TSval=528303971 TSecr=3364159279
    641 851.386580     149.43.220.33         107.20.137.119        TCP      301    [TCP ACKed unseen segment] [TCP Retransmission] 59296 → 443 [PSH, ACK] Seq=1 Ack=2 Win=2048 Len=235 TSval=2431282506 TSecr=585664031
    642 851.415162     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=8236 Ack=13971 Win=131072 Len=1374 TSval=2928688427 TSecr=2289709791 [TCP segment of a reassembled PDU]
    643 851.415168     149.43.220.33         17.248.185.229        TLSv1.2  110    Application Data
    644 851.415340     149.43.220.33         17.248.185.229        TCP      1440   59300 → 443 [ACK] Seq=9654 Ack=13971 Win=131072 Len=1374 TSval=2928688427 TSecr=2289709791 [TCP segment of a reassembled PDU]
    645 851.415343     149.43.220.33         17.248.185.229        TCP      740    59300 → 443 [PSH, ACK] Seq=11028 Ack=13971 Win=131072 Len=674 TSval=2928688427 TSecr=2289709791 [TCP segment of a reassembled PDU]
    646 851.415372     149.43.220.33         17.248.185.229        TLSv1.2  483    Application Data
    647 851.419289     149.43.220.33         23.192.110.49         TCP      54     59302 → 443 [RST] Seq=1248 Win=0 Len=0
    648 851.467077     149.43.220.33         224.0.0.251           MDNS     1283   Standard query response 0x0000 TXT, cache flush PTR Jinseob’s MacBook Pro._airplay._tcp.local TXT, cache flush PTR 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local TXT, cache flush PTR _companion-link._tcp.local PTR Jinseob’s MacBook Pro._companion-link._tcp.local TXT SRV, cache flush 0 0 51411 Jinseobs-MacBook-Pro.local AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseob’s MacBook Pro._airplay._tcp.local NSEC, cache flush 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local NSEC, cache flush Jinseob’s MacBook Pro._companion-link._tcp.local NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    649 851.467117     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     1303   Standard query response 0x0000 TXT, cache flush PTR Jinseob’s MacBook Pro._airplay._tcp.local TXT, cache flush PTR 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local TXT, cache flush PTR _companion-link._tcp.local PTR Jinseob’s MacBook Pro._companion-link._tcp.local TXT SRV, cache flush 0 0 51411 Jinseobs-MacBook-Pro.local AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseob’s MacBook Pro._airplay._tcp.local NSEC, cache flush 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local NSEC, cache flush Jinseob’s MacBook Pro._companion-link._tcp.local NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    650 851.468481     17.248.185.229        149.43.220.33         TCP      78     [TCP Dup ACK 630#1] 443 → 59300 [ACK] Seq=13971 Ack=8236 Win=64128 Len=0 TSval=2289709896 TSecr=2928688374 SLE=9610 SRE=9654
    651 851.468481     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=13971 Ack=9654 Win=64128 Len=0 TSval=2289709896 TSecr=2928688427
    652 851.468481     17.248.185.229        149.43.220.33         TCP      66     443 → 59300 [ACK] Seq=13971 Ack=12119 Win=64128 Len=0 TSval=2289709897 TSecr=2928688427
    653 851.512106     17.248.185.229        149.43.220.33         TLSv1.2  1145   Application Data
    654 851.512206     149.43.220.33         17.248.185.229        TCP      66     59300 → 443 [ACK] Seq=12119 Ack=15050 Win=129984 Len=0 TSval=2928688524 TSecr=2289709941
    655 851.572111     149.43.220.33         23.22.254.206         TCP      1419   [TCP Retransmission] 59298 → 443 [PSH, ACK] Seq=1996 Ack=4218 Win=131072 Len=1353 TSval=2505463651 TSecr=3730858728
    656 851.594174     23.192.110.49         149.43.220.33         TCP      90     [TCP Retransmission] 443 → 59302 [FIN, PSH, ACK] Seq=14900 Ack=1248 Win=64256 Len=24 TSval=528304196 TSecr=3364159279
    657 851.594272     149.43.220.33         23.192.110.49         TCP      54     59302 → 443 [RST] Seq=1248 Win=0 Len=0
    658 851.712508     149.43.220.33         107.20.137.119        TCP      301    [TCP ACKed unseen segment] [TCP Retransmission] 59296 → 443 [PSH, ACK] Seq=1 Ack=2 Win=2048 Len=235 TSval=2431282832 TSecr=585664031
    659 851.848750     149.43.220.33         224.0.0.251           MDNS     170    Standard query 0x0000 PTR _apple-mobdev._tcp.local, "QM" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question OPT
    660 851.848831     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     190    Standard query 0x0000 PTR _apple-mobdev._tcp.local, "QM" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question OPT
    661 851.925020     149.43.220.33         17.57.144.11          TLSv1.2  168    Application Data
    662 851.927439     149.43.220.33         17.57.144.11          TCP      1440   59271 → 5223 [ACK] Seq=11327 Ack=97 Win=2048 Len=1374 TSval=334638152 TSecr=1269041601 [TCP segment of a reassembled PDU]
    663 851.927444     149.43.220.33         17.57.144.11          TCP      1440   59271 → 5223 [ACK] Seq=12701 Ack=97 Win=2048 Len=1374 TSval=334638152 TSecr=1269041601 [TCP segment of a reassembled PDU]
    664 851.927446     149.43.220.33         17.57.144.11          TCP      1440   59271 → 5223 [ACK] Seq=14075 Ack=97 Win=2048 Len=1374 TSval=334638152 TSecr=1269041601 [TCP segment of a reassembled PDU]
    665 851.927449     149.43.220.33         17.57.144.11          TCP      1440   59271 → 5223 [ACK] Seq=15449 Ack=97 Win=2048 Len=1374 TSval=334638152 TSecr=1269041601 [TCP segment of a reassembled PDU]
    666 851.927450     149.43.220.33         17.57.144.11          TLSv1.2  178    Application Data
    667 851.928754     149.43.220.33         17.57.144.11          TLSv1.2  177    Application Data
    668 851.935313     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=11327 Win=501 Len=0 TSval=1269042656 TSecr=334638150
    669 851.938007     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=12701 Win=501 Len=0 TSval=1269042658 TSecr=334638152
    670 851.938007     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=14075 Win=501 Len=0 TSval=1269042658 TSecr=334638152
    671 851.938008     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=15449 Win=501 Len=0 TSval=1269042659 TSecr=334638152
    672 851.938008     17.57.144.11          149.43.220.33         TCP      78     [TCP Dup ACK 671#1] 5223 → 59271 [ACK] Seq=97 Ack=15449 Win=501 Len=0 TSval=1269042659 TSecr=334638152 SLE=16823 SRE=16935
    673 851.938008     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=16935 Win=495 Len=0 TSval=1269042659 TSecr=334638152
    674 851.938009     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=97 Ack=17046 Win=501 Len=0 TSval=1269042659 TSecr=334638154
    675 851.938009     17.57.144.11          149.43.220.33         TLSv1.2  124    Application Data
    676 851.938258     149.43.220.33         17.57.144.11          TCP      1440   [TCP Spurious Retransmission] 59271 → 5223 [ACK] Seq=15449 Ack=97 Win=2048 Len=1374 TSval=334638163 TSecr=1269042659
    677 851.938262     149.43.220.33         17.57.144.11          TCP      177    [TCP Spurious Retransmission] 59271 → 5223 [PSH, ACK] Seq=16935 Ack=97 Win=2048 Len=111 TSval=334638163 TSecr=1269042659
    678 851.938264     149.43.220.33         17.57.144.11          TCP      177    [TCP Spurious Retransmission] 59271 → 5223 [PSH, ACK] Seq=16935 Ack=97 Win=2048 Len=111 TSval=334638163 TSecr=1269042659
    679 851.938266     149.43.220.33         17.57.144.11          TCP      66     59271 → 5223 [ACK] Seq=17046 Ack=155 Win=2047 Len=0 TSval=334638163 TSecr=1269042659
    680 851.939889     149.43.220.33         17.57.144.11          TLSv1.2  114    Application Data
    681 851.947988     17.57.144.11          149.43.220.33         TCP      78     [TCP Dup ACK 674#1] 5223 → 59271 [ACK] Seq=155 Ack=17046 Win=501 Len=0 TSval=1269042670 TSecr=334638163 SLE=16935 SRE=17046
    682 851.947989     17.57.144.11          149.43.220.33         TCP      78     [TCP Dup ACK 674#2] 5223 → 59271 [ACK] Seq=155 Ack=17046 Win=501 Len=0 TSval=1269042670 TSecr=334638163 SLE=15449 SRE=16823
    683 851.947990     17.57.144.11          149.43.220.33         TCP      78     [TCP Dup ACK 674#3] 5223 → 59271 [ACK] Seq=155 Ack=17046 Win=501 Len=0 TSval=1269042670 TSecr=334638163 SLE=16935 SRE=17046
    684 851.949082     17.57.144.11          149.43.220.33         TCP      66     5223 → 59271 [ACK] Seq=155 Ack=17094 Win=501 Len=0 TSval=1269042671 TSecr=334638165
    685 852.100840     149.43.220.33         23.22.254.206         TCP      1419   [TCP Retransmission] 59298 → 443 [PSH, ACK] Seq=1996 Ack=4218 Win=131072 Len=1353 TSval=2505464180 TSecr=3730858728
    686 852.133819     17.57.144.11          149.43.220.33         TLSv1.2  92     Application Data
    687 852.133959     149.43.220.33         17.57.144.11          TCP      66     59271 → 5223 [ACK] Seq=17094 Ack=181 Win=2047 Len=0 TSval=334638359 TSecr=1269042854
    688 852.154788     149.43.220.33         107.20.137.119        TCP      301    [TCP ACKed unseen segment] [TCP Retransmission] 59296 → 443 [PSH, ACK] Seq=1 Ack=2 Win=2048 Len=235 TSval=2431283273 TSecr=585664031
    689 852.343934     149.43.220.33         149.43.223.255        NBNS     92     Name query NB <01><02>__MSBROWSE__<02><01>
    690 852.344014     149.43.220.33         149.43.223.255        NBNS     110    Release NB JINSEOBS-MBP<00>
    691 852.344138     149.43.220.33         149.43.223.255        NBNS     92     Name query NB <01><02>__MSBROWSE__<02><01>
    692 852.368220     149.43.220.33         224.0.0.251           MDNS     338    Standard query response 0x0000 PTR _airplay._tcp.local PTR _raop._tcp.local PTR, cache flush Jinseobs-MacBook-Pro.local PTR, cache flush Jinseobs-MacBook-Pro.local NSEC, cache flush C.3.7.D.8.C.E.1.0.A.F.F.2.9.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 33.220.43.149.in-addr.arpa OPT
    693 852.368332     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     358    Standard query response 0x0000 PTR _airplay._tcp.local PTR _raop._tcp.local PTR, cache flush Jinseobs-MacBook-Pro.local PTR, cache flush Jinseobs-MacBook-Pro.local NSEC, cache flush C.3.7.D.8.C.E.1.0.A.F.F.2.9.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 33.220.43.149.in-addr.arpa OPT
    694 852.837498     149.43.220.33         107.20.137.119        TCP      301    [TCP ACKed unseen segment] [TCP Retransmission] 59296 → 443 [PSH, ACK] Seq=1 Ack=2 Win=2048 Len=235 TSval=2431283955 TSecr=585664031
    695 852.964005     149.43.220.33         23.22.254.206         TCP      1419   [TCP Retransmission] 59298 → 443 [PSH, ACK] Seq=1996 Ack=4218 Win=131072 Len=1353 TSval=2505465042 TSecr=3730858728
    696 853.469573     149.43.220.33         224.0.0.251           MDNS     1283   Standard query response 0x0000 TXT, cache flush PTR Jinseob’s MacBook Pro._airplay._tcp.local TXT, cache flush PTR 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local TXT, cache flush PTR _companion-link._tcp.local PTR Jinseob’s MacBook Pro._companion-link._tcp.local TXT SRV, cache flush 0 0 51411 Jinseobs-MacBook-Pro.local AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseob’s MacBook Pro._airplay._tcp.local NSEC, cache flush 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local NSEC, cache flush Jinseob’s MacBook Pro._companion-link._tcp.local NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    697 853.469582     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     1303   Standard query response 0x0000 TXT, cache flush PTR Jinseob’s MacBook Pro._airplay._tcp.local TXT, cache flush PTR 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local SRV, cache flush 0 0 7000 Jinseobs-MacBook-Pro.local TXT, cache flush PTR _companion-link._tcp.local PTR Jinseob’s MacBook Pro._companion-link._tcp.local TXT SRV, cache flush 0 0 51411 Jinseobs-MacBook-Pro.local AAAA, cache flush fe80::92:ffa0:1ec8:d73c A, cache flush 149.43.220.33 NSEC, cache flush Jinseob’s MacBook Pro._airplay._tcp.local NSEC, cache flush 38F9D38EAC12@Jinseob’s MacBook Pro._raop._tcp.local NSEC, cache flush Jinseob’s MacBook Pro._companion-link._tcp.local NSEC, cache flush Jinseobs-MacBook-Pro.local OPT
    698 853.476382     149.43.220.33         224.0.0.251           MDNS     513    Standard query 0x0000 PTR lb._dns-sd._udp.local, "QM" question PTR _airport._tcp.local, "QM" question PTR _homekit._tcp.local, "QM" question PTR _rdlink._tcp.local, "QM" question PTR _uscan._tcp.local, "QM" question PTR _scanner._tcp.local, "QM" question PTR _ipp._tcp.local, "QM" question PTR _ptp._tcp.local, "QM" question PTR _pdl-datastream._tcp.local, "QM" question PTR _ippusb._tcp.local, "QM" question PTR _printer._tcp.local, "QM" question PTR _ipps._tcp.local, "QM" question PTR _uscans._tcp.local, "QM" question PTR _googlecast._tcp.local, "QM" question PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question PTR _companion-link._tcp.local, "QM" question PTR _sleep-proxy._udp.local, "QM" question PTR _apple-mobdev._tcp.local, "QM" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question PTR Jinseob’s MacBook Pro._companion-link._tcp.local OPT
    699 853.476391     fe80::92:ffa0:1ec8:d73c ff02::fb              MDNS     533    Standard query 0x0000 PTR lb._dns-sd._udp.local, "QM" question PTR _airport._tcp.local, "QM" question PTR _homekit._tcp.local, "QM" question PTR _rdlink._tcp.local, "QM" question PTR _uscan._tcp.local, "QM" question PTR _scanner._tcp.local, "QM" question PTR _ipp._tcp.local, "QM" question PTR _ptp._tcp.local, "QM" question PTR _pdl-datastream._tcp.local, "QM" question PTR _ippusb._tcp.local, "QM" question PTR _printer._tcp.local, "QM" question PTR _ipps._tcp.local, "QM" question PTR _uscans._tcp.local, "QM" question PTR _googlecast._tcp.local, "QM" question PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question PTR _companion-link._tcp.local, "QM" question PTR _sleep-proxy._udp.local, "QM" question PTR _apple-mobdev._tcp.local, "QM" question PTR 8d9507a9._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question PTR Jinseob’s MacBook Pro._companion-link._tcp.local OPT
    700 853.771646     149.43.220.33         149.43.223.255        NBNS     92     Name query NB <01><02>__MSBROWSE__<02><01>
    701 853.771854     149.43.220.33         149.43.223.255        NBNS     92     Name query NB <01><02>__MSBROWSE__<02><01>
